code_activity,name_activity,description,ar_name_activity,ar_description,subfield,field,definition
70103,Auteur d'œuvre dramaticomusicale,,مؤلف أعمال الدراما الموسيقية,,80,7,"Création et exploitation d'œuvres musicales et dramatiques, y compris la composition, l'interprétation et la production de pièces de théâtre, d'opéras, de ballets et de concerts."
70102,Auteur Compositeur,,مؤلف – ملحن,,80,7,"Activité permettant aux auteurs-compositeurs algériens indépendants de créer et diffuser leurs œuvres musicales, de percevoir des droits d'auteur et de gérer leurs activités professionnelles en toute autonomie."
70101,Adaptateur-traducteur,,مقتبس-مترجم,,80,7,"Activité de traduction et d'adaptation de contenus écrits ou parlés, à destination d'une clientèle diversifiée. Elle implique la conversion de textes, documents ou discours d'une langue à une autre, en respectant le sens et le style originaux."
63707,Assistant service relations sociales,,مساعد مصلحة العلاقات الاجتماعية,,79,6,"Activité de conseil et d'assistance aux entreprises et aux particuliers dans le domaine des relations sociales, notamment en matière de gestion des ressources humaines, de relations avec les syndicats, de négociation collective et de prévention des conflits."
63706,Assistant ressources humaines,,مساعد في الموارد البشرية,,79,6,Gestion administrative et opérationnelle des ressources humaines au sein d'une organisation ou d'un cabinet de conseil.
63705,Assistant du service gestion du personnel,,مساعد في مصلحة تسيير المستخدمين,,79,6,"L'assistant du service gestion du personnel exécute des tâches administratives liées à la gestion des ressources humaines, telles que :

* Gestion des dossiers des employés
* Traitement des demandes de congés et de maladies
* Établissement des contrats de travail et des fiches de paie
* Préparation des déclarations sociales"
63704,Assistant de gestion en ressources humaines,,مساعد في تسيير الموارد البشرية,,79,6,"Assistance dans les tâches administratives RH : recrutement, paie, gestion des congés, rédaction des contrats de travail. Assure le suivi des formations et des absences. Peut inclure des missions en relation avec la santé et la sécurité au travail."
63703,Assistant de gestion administrative du personnel,,مساعد في التسيير الاداري للمستخدمين,,79,6,"L'assistant de gestion administrative du personnel est un indépendant qui assiste les TPE et PME algériennes dans la gestion de leurs ressources humaines : recrutement, contrats de travail, paies, déclarations sociales, etc. Il assure le lien entre les salariés et la direction."
63702,Assistant carrières et paie,,مساعد في تسيير المسارات المهنية والأجور,,79,6,"Assistance aux auto-entrepreneurs algériens dans la gestion de leurs carrières professionnelles et de leurs paiements. Cela comprend l'orientation professionnelle, la recherche d'emploi, la préparation de CV et de lettres de motivation, ainsi que la gestion de la paie, des déclarations fiscales et des cotisations sociales."
63701,Assistant en gestion du personnel,,مساعد في تسيير المستخدمين,,79,6,"Assistance aux auto-entrepreneurs en Algérie dans la gestion des aspects administratifs, juridiques et opérationnels liés à leurs employés, comprenant :

* Gestion des contrats de travail
* Paiement des salaires et cotisations sociales
* Gestion des congés et absences
* Suivi des formations et évaluations"
63610,Technicien supérieur électromécanicien,,تقني سامي في الكهروميكانيكا,,79,6,"Activité pour auto-entrepreneurs en Algérie consistant à effectuer des interventions techniques et des réparations sur des équipements électriques et électromécaniques, incluant l'installation, la maintenance et le dépannage."
63609,Technicien de maintenance électrique,,تقني في الصيانة الكهربائية,,78,6,"Un technicien de maintenance électrique s'occupe de l'entretien, du dépannage et de la réparation d'installations électriques dans les locaux professionnels et privés. Il assure le fonctionnement optimal des systèmes électriques en détectant les pannes, en effectuant les réparations nécessaires et en vérifiant régulièrement l'état des équipements."
63608,Responsable maintenance dépannage en électricité industrielle,,مسؤول الصيانة وتصليح الاعطال في الكهرباء الصناعية,,78,6,"Activité consistant à entretenir, réparer et dépanner des systèmes électriques industriels (machines, armoires électriques, câblages), en assurant la sécurité et le bon fonctionnement des installations."
63607,Electrotechnicien de maintenance,,كهروميكانيكي في الصيانة,,78,6,"L'électrotechnicien de maintenance assure la maintenance, le dépannage et l'installation d'équipements électriques et électroniques dans les bâtiments et les industries. Il/Elle vérifie leur bon fonctionnement, effectue des inspections régulières et intervient en cas de panne."
63606,Electromécanicien d'entretien d'installations électriques,,كهروميكانيكي في صيانة المنشآت الكهربائية,,78,6,"Montage, entretien et réparation d'installations électriques, industrielles et domestiques (machines, automatismes, tableaux électriques, éclairage)."
63605,Electromécanicien de signalisation basse et moyenne tension,,كهروميكانيكي في إشارة الضغط المنخفض والمتوسط,,78,6,"L'électromécanicien de signalisation basse et moyenne tension est chargé de l'installation, de la maintenance et de la réparation des systèmes de signalisation électriques, tels que les feux tricolores, les barrières et les panneaux d'affichage, pour assurer la sécurité et le bon fonctionnement des infrastructures de transport."
63604,Electromécanicien de maintenance d'installations électriques,,كهروميكانيكي في صيانة التركيبات الكهربائية,,78,6,"Activité de réparation et d'entretien des installations électriques, des équipements électromécaniques et des automatismes industriels en vue d'assurer leur bon fonctionnement."
63603,Electricien de maintenance en équipements industriels,,كهربائي في صيانة التجهيزات الصناعية,,78,6,"L'électricien de maintenance en équipements industriels est chargé de l'installation, de l'entretien et de la réparation des systèmes électriques et des équipements industriels dans divers secteurs (agroalimentaire, pétrolier, manufacturier, etc.). Il veille à leur bon fonctionnement et aux normes de sécurité."
63602,Electricien de maintenance de centrales hydrauliques,,كهربائي في صيانة المحطات الهيدروليكية,,78,6,"Activités d'entretien et de réparation des équipements et des ouvrages de centrales hydrauliques, telles que turbines, pompes, vannes et barrages."
63601,Dépanneur électricien d'équipements industriels,,مصلح كهربائي للتجهيزات الصناعية,,78,6,"Activité consistant à intervenir rapidement chez les clients auto-entrepreneurs pour réparer ou entretenir leurs équipements industriels électriques, tels que les machines-outils, les systèmes d'automatisation et les panneaux électriques."
63510,Thermicien de maintenance,,مختص صيانة في الطاقة الحرارية,,78,6,"Spécialiste dans la maintenance et la réparation des systèmes de chauffage, de ventilation et de climatisation (CVC). Assure le bon fonctionnement et la sécurité des installations, en intervenant sur les chaudières, les climatiseurs, les pompes à chaleur et les ventilateurs."
63509,Technicien thermicien de maintenance,,مختص صيانة في الطاقة الحرارية,,77,6,"Assure la maintenance et la réparation des installations de chauffage, de ventilation et de conditionnement d'air dans les bâtiments commerciaux, industriels et résidentiels."
63508,Technicien de maintenance en chauffage,,تقني صيانة في التدفئة,,77,6,"Technicien de maintenance en chauffage pour auto-entrepreneurs en Algérie :

Personne chargée d'effectuer l'entretien et les réparations des systèmes de chauffage (chaudières, radiateurs, etc.) dans les bâtiments résidentiels, commerciaux et industriels."
63507,Technicien d'exploitation de réseaux de chauffage,,تقني استغلال في شبكات التدفئة,,77,6,"Technicien spécialisé dans l'installation, la maintenance et la réparation des systèmes de chauffage dans les bâtiments résidentiels et commerciaux."
